Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;442;Un cadre, neuf études;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;443;Bords de l'Oise, à Précy;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;444;Une forge;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;445;Bords de Seine;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;446;Carrière au Pecq;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;447;Deux aquarelles. Ardennes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448;Une forge;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;449;Bords de l'Oise;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;450;A Fontaine, Oise;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
HOUDARD, Charles; ; ; ;né à Neuilly-sur-Seine. -1, cité Gaillard, Paris. i2 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;451;Étude Eau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JABLONSKI, Charles; ; ; ;né en Pologne russe. -63, rue d'Argout. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;452;Portrait d'enfant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JAUDIN, Henri; ; ; ;né à Paris. -120, avenue de Villiers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;453;Montigny (Seine-et-Marne);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JAUDIN, Henri; ; ; ;né à Paris. -120, avenue de Villiers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;454;Le Breuil;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JAUDIN, Henri; ; ; ;né à Paris. -120, avenue de Villiers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455;Épinay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JAUDIN, Henri; ; ; ;né à Paris. -120, avenue de Villiers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;456;Le rocher Bayard à Dinant (Belgique;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JAUDIN, Henri; ; ; ;né à Paris. -120, avenue de Villiers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;457;Rosay (Seine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JUSSY, Georges; ; ; ;né à Paris. -2, rue des Haudriettes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;458;Portrait de Mlle Marie Butet;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JUSSY, Georges; ; ; ;né à Paris. -2, rue des Haudriettes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;459;Portrait de M. Lesseur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
JUSSY, Georges; ; ; ;né à Paris. -2, rue des Haudriettes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;460;Portrait de M. Lenoir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
KIRÉEVSKY (Mlle), Nathalie; ; ; ;née à Moscou. -65, avenuo Marceau. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;461;Chez les Javanaises à l'Exposition universelle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
KIRÉEVSKY (Mlle), Nathalie; ; ; ;née à Moscou. -65, avenuo Marceau. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;462;Un matin de printemps aux environs de Mos cou;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
KRASNO, Henri; ; ; ;né à Paris. -55, rue Rebeval. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;463;Le vieux rempart à Mantes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;464;Le calme;Éventail; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;465;Les fusinistes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;466;Au bord du ruisseau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;467;Les cerises;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;468;La cruche cassée;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;469;Le vieux Pollet à Dieppe;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;470;La rue Parisis. Maule;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;471;Le vieux pêcheur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;472;Jean-Jacques Arromanches;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LASELLAZ, Gustave; ; ; ;né à Paris. -23, boulevard Gouvion; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;473;La dame aux roses;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LEMMEN, Georges; ; ; ;198, rue Verte à Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;474; Wombroell's ménagerie. Les éléphants;Appartient à M. Octave Maus; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LEMMEN, Georges; ; ; ;198, rue Verte à Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;475; Wombroell's ménagerie. Les éléphants;Appartient à M; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LEMMEN, Georges; ; ; ;198, rue Verte à Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;476; Wombroell's ménagerie. Les éléphants;Appartient à M. Edmond Picard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LEMMEN, Georges; ; ; ;198, rue Verte à Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;477; Wombroell's ménagerie. Les éléphants;Appartient à M. Vincent d'Indy; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LÉON Y ESCOSURA (Ignace de; ; ; ;né à Oviedo (Espagne). -21, rue de la Faisanderie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;478;Une galerie de tableaux à Paris, rue de la Faisanderie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LÉON Y ESCOSURA (Ignace de; ; ; ;né à Oviedo (Espagne). -21, rue de la Faisanderie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;479;La lectrice de Monsieur le marquis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LÉON Y ESCOSURA (Ignace de; ; ; ;né à Oviedo (Espagne). -21, rue de la Faisanderie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;480;Vue de la Catedral de Toledo;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LÉON Y ESCOSURA (Ignace de; ; ; ;né à Oviedo (Espagne). -21, rue de la Faisanderie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;481;Portrait de Mme X...;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;482;Jeune rat et nouvelle carotte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;483;Deux orphelins. Jeune chien chinois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;484;Quatre aquarelles: Berneval, nature morte, dinde, un moulin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;485;Cour de ferme;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;486;Vue de village;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;487;Croquis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;488;Une rue à Louviers (Eure;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LE PETIT, Alfred-Achille-Alexandre; ; ; ;né à Aumale (Séine Inférieure). -128, rue de Courcelles (Levallois ret; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;489;Le père Maxçaut;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LONGEVILLE (de), Eugène; ; ; ;né à Hucquelliers (Pas Calais). -Rue des Capucines 36, à Amiens; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;490;Chien griffon au repos près d'un taillis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LONGEVILLE (de), Eugène; ; ; ;né à Hucquelliers (Pas Calais). -Rue des Capucines 36, à Amiens; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;491;Coup de soleil par un temps pluvieux;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LONGEVILLE (de), Eugène; ; ; ;né à Hucquelliers (Pas Calais). -Rue des Capucines 36, à Amiens; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;492;Pâturages, vaches et Taureaux.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493;La rue Mouffetard;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;494;L'église Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;495;Le Pont;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;496;Ponton à Ivry;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497;Portrait;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;498;Quatre lithographies. Courses de Saint Ouen;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;499;Deux lithographies. Courses de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;500;Femme à sa toilette;Pastel. Appartient à M. Miguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501;Une cuisine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;502;Femme cousant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;503;Sur la tour Eiffel. Portrait de Mlle L..;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;504;Étude de Bretagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;505;Fin du pont;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;506;Le soir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;507;Étude de soleil;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;508;Une plage;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509;Bretonne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;510;En famille;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
